date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-08-10,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,27.0,1016.0,280.0
2021-08-04,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,27.0,1025.0,274.0
2021-08-22,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,27.0,1215.0,362.0
2021-07-21,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1188.0,314.0
2021-06-24,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1629.0,294.0
2021-07-19,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1214.0,341.0
2021-06-16,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1263.0,327.0
2021-06-11,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1035.0,285.0
2021-08-17,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1194.0,326.0
2021-07-15,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1334.0,298.0
2021-07-13,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,28.0,1374.0,293.0
2021-08-27,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1068.0,293.0
2021-06-05,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1109.0,336.0
2021-08-23,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1299.0,368.0
2021-09-12,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1101.0,303.0
2021-08-25,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1110.0,315.0
2021-09-17,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1155.0,274.0
2021-09-19,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1208.0,312.0
2021-08-06,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,903.0,272.0
2021-08-29,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,29.0,1208.0,311.0
2021-06-03,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1350.0,350.0
2021-09-21,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1413.0,321.0
2021-09-30,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1200.0,290.0
2021-08-09,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1076.0,314.0
2021-08-26,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1070.0,299.0
2021-09-10,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1068.0,290.0
2021-08-24,Bing,FR - TXT - BN - Marque Greenweez,FR - TXT - BN - Marque Greenweez,30.0,1245.0,328.0
