orders_id,shipping_fee,log_cost,ship_cost
861062,9.39,3.5,2
861037,0,3.5,3
860990,4.09,3.5,3
860970,0.83,3.5,3
860961,6.03,3.5,2
860936,0,3.5,3
860928,0.83,3.5,3
860825,0.94,3.5,2
860796,6.54,3.5,2
860755,9.37,3.5,2
860753,0,3.5,3
860735,6.54,3.5,2
860704,5.75,3.5,4
860695,0.95,3.5,2
860689,4.52,3.5,3
860677,6.54,3.5,2
860653,3.25,3.5,3
860622,5.82,3.5,3
860603,6.54,3.5,5
860590,5.74,3.5,2
860574,4.08,3.5,3
860572,3.3,3.5,3
860557,4.64,3.5,3
860539,0,3.5,3
860507,0,3.5,2
860506,8.24,3.5,3
860504,6.54,3.5,3
860491,5.74,3.5,5
860443,4.19,3.5,2
860342,0.83,3.5,4
860321,4.48,3.5,2
860306,6.17,3.5,4
860305,6.12,3.5,4
860271,4.08,3.5,3
860268,0,3.5,3
860251,0.83,3.5,3
860192,0.86,3.5,2
860191,6.54,3.5,3
860177,0,3.5,4
860167,8.25,3.5,4
860110,8.64,3.5,3
860103,0,3.5,3
860094,4.14,3.5,2
860090,5.75,3.5,2
860088,0.85,3.5,3
860048,4.08,3.5,3
860032,0.83,3.5,4
860020,3.7,3.5,3
859989,5.75,3.5,2
859979,4.19,3.5,4
859967,0,3.5,4
859953,6.54,3.5,3
859950,0,3.5,3
859931,0,3.5,3
859926,0,3.5,3
859886,0,3.5,4
859880,0.9,3.5,2
859875,0,3.5,4
859871,9,3.5,2
859847,4.09,3.5,2
859828,5.75,3.5,5
859800,9.01,3.5,3
859796,4.08,3.5,3
859793,0,3.5,3
859775,0.94,3.5,2
859771,3.62,3.5,3
859770,0.95,3.5,2
859764,5.75,3.5,3
859750,0.84,3.5,3
859745,0.94,3.5,2
859730,3.25,3.5,6
859722,0,3.5,2
859706,5.75,3.5,3
859693,6.54,3.5,4
859660,0,3.5,3
859612,0,3.5,2
859611,4.14,3.5,3
859583,4.09,3.5,4
859490,4.65,3.5,3
859426,4.26,3.5,4
859424,5.75,3.5,3
859395,4.09,3.5,2
859365,4.08,3.5,3
859322,4.21,3.5,4
859320,0,3.5,2
859310,0,3.5,3
859281,0.84,3.5,2
859219,4.58,3.5,5
859157,0,3.5,3
859137,4.17,3.5,3
859068,4.19,3.5,3
859049,4.19,3.5,4
858935,0,3.5,3
858909,8.25,3.5,2
858878,0,3.5,3
858870,0,3.5,3
858858,0,3.5,5
858854,6.55,3.5,3
858813,4.64,3.5,3
858795,0.84,3.5,5
858754,5.75,3.5,2
858751,0,3.5,6
858744,0,3.5,3
858743,0,3.5,4
858731,0,3.5,4
858708,8.18,3.5,4
858682,8.26,3.5,4
858670,6.05,3.5,2
858662,10.74,3.5,3
858661,4.09,3.5,2
858660,5.75,3.5,2
858632,6.1,3.5,2
858613,0,3.5,3
858579,3.42,3.5,3
858566,4.08,3.5,3
858553,4.4,3.5,4
858542,5.86,3.5,2
858537,3.28,3.5,3
858536,3.63,3.5,3
858461,0,3.5,3
858457,0.83,3.5,3
858432,6.54,3.5,2
858385,0,3.5,3
858330,5.99,3.5,2
858324,0,3.5,3
858282,6.2,3.5,3
858245,6.58,3.5,2
858222,4.4,3.5,2
858206,6.54,3.5,4
858203,0,3.5,4
858194,0,3.5,3
858172,0,3.5,3
858155,0,3.5,3
858144,0.94,3.5,3
858140,5.75,3.5,4
858112,0,3.5,3
858104,4.19,3.5,2
858047,0,3.5,3
858017,0.83,3.5,3
858012,5.75,3.5,3
858005,4.09,3.5,5
858002,6.54,3.5,3
857928,4.39,3.5,4
857927,9.38,3.5,3
857920,0,3.5,3
857884,0,3.5,3
857879,4.08,3.5,5
857837,5.79,3.5,2
857794,4.2,3.5,3
857785,5.89,3.5,3
857689,3.26,3.5,3
857686,0,3.5,2
857682,4.63,3.5,3
857678,6.23,3.5,3
857672,5.89,3.5,4
857665,9.38,3.5,3
857658,5.86,3.5,2
857651,6.54,3.5,3
857639,0,3.5,3
857632,6.54,3.5,3
857631,6.18,3.5,3
857587,5.76,3.5,4
857557,3.25,3.5,3
857550,0,3.5,2
857533,4.56,3.5,3
857526,0.84,3.5,3
857454,0,3.5,3
857411,9.18,3.5,2
857398,0,3.5,3
857395,8.25,3.5,4
857387,4.08,3.5,2
857383,0.84,3.5,4
857307,4.08,3.5,2
857284,8.91,3.5,2
857259,6.53,3.5,3
857242,0.91,3.5,5
857241,0,3.5,3
857239,8.25,3.5,4
857196,0.83,3.5,2
857179,8.25,3.5,3
857176,6.54,3.5,3
857156,0,3.5,2
857113,4.08,3.5,3
857110,4.08,3.5,3
857081,6.54,3.5,2
857053,4.08,3.5,2
857040,5.99,3.5,3
857034,0,3.5,2
857023,9.38,3.5,2
856985,4.11,3.5,2
856958,4.16,3.5,3
856905,9.39,3.5,3
856891,3.26,3.5,5
856855,6.55,3.5,2
856835,4.47,3.5,3
856828,0.95,3.5,2
856816,0,3.5,3
856787,0.86,3.5,4
856784,5.87,3.5,3
856761,0,3.5,3
856742,0,3.5,3
856729,5.81,3.5,3
856728,0,3.5,3
856724,6.44,3.5,4
856718,0,3.5,4
856708,0,3.5,2
856663,6.51,3.5,2
856652,6.59,3.5,3
856635,0,3.5,3
856612,5.74,3.5,4
856604,6.43,3.5,3
856595,8.47,3.5,3
856559,4.64,3.5,3
856551,4.49,3.5,4
856526,0,3.5,4
856495,6.54,3.5,3
856493,0,3.5,3
856477,4.12,3.5,4
856441,6.55,3.5,3
856437,0,3.5,2
856424,0.83,3.5,2
856402,3.46,3.5,4
856365,3.64,3.5,2
856301,0.92,3.5,4
856277,4.2,3.5,3
856262,4.19,3.5,3
856251,0.83,3.5,3
856249,11.98,3.5,4
856212,5.97,3.5,3
856207,9.38,3.5,2
856191,0.83,3.5,3
856165,6.04,3.5,2
856139,0,3.5,3
856113,5.75,3.5,2
856084,8.25,3.5,2
856079,5.75,3.5,3
856077,6.01,3.5,3
856070,3.25,3.5,3
856067,5.75,3.5,2
856015,0,3.5,2
855993,0,3.5,3
855978,0,3.5,3
855958,3.7,3.5,3
855954,0.85,3.5,4
855930,9.38,3.5,2
855925,4.08,3.5,2
855862,4.07,3.5,3
855813,8.26,3.5,2
855794,4.09,3.5,2
855791,0.95,3.5,3
855748,0,3.5,3
855733,0.84,3.5,4
855687,5.75,3.5,2
855682,5.75,3.5,4
855663,6.35,3.5,3
855660,0,3.5,4
855641,6.54,3.5,2
855634,6.54,3.5,3
855628,0,3.5,3
855620,4.24,3.5,4
855616,6.01,3.5,4
855608,0.84,3.5,2
855579,3.25,3.5,2
855560,8.25,3.5,4
855556,9.2,3.5,3
855545,6.54,3.5,4
855530,5.75,3.5,2
855497,3.25,3.5,4
855489,6.01,3.5,3
855486,0,3.5,3
855482,0,3.5,4
855438,0.86,3.5,2
855424,0,3.5,4
855418,0.83,3.5,4
855397,5.99,3.5,3
855355,4.17,3.5,2
855348,0,3.5,2
855325,0,3.5,3
855314,5.89,3.5,3
855278,0.87,3.5,3
855269,0,3.5,3
855250,3.35,3.5,4
855244,5.75,3.5,2
855239,6.54,3.5,3
855229,0.86,3.5,2
855166,6.04,3.5,2
855144,8.25,3.5,4
855071,6.33,3.5,2
855068,0,3.5,2
855025,4.92,3.5,2
855024,0,3.5,4
855006,0,3.5,4
855000,0,3.5,3
854993,9.38,3.5,2
854952,0,3.5,3
854951,4.62,3.5,4
854948,0.84,3.5,3
854894,5.75,3.5,3
854852,0,3.5,3
854837,6.54,3.5,3
854823,0,3.5,2
854782,0,3.5,3
854778,3.42,3.5,4
854772,5.75,3.5,3
854750,8.25,3.5,4
854714,5.75,3.5,2
854703,3.25,3.5,2
854680,5.75,3.5,2
854635,4.08,3.5,3
854589,4.09,3.5,3
854553,0,3.5,2
854542,5.75,3.5,3
854530,8.25,3.5,5
854523,6.55,3.5,3
854510,4.21,3.5,2
854509,0.95,3.5,2
854497,4.48,3.5,3
854483,0.85,3.5,4
854457,3.24,3.5,2
854456,6.31,3.5,3
854427,4.65,3.5,5
854403,0,3.5,2
854368,6.54,3.5,2
854362,0.83,3.5,3
854348,5.75,3.5,3
854335,0,3.5,2
854327,0,3.5,4
854318,3.62,3.5,3
854296,4.58,3.5,3
854252,6.54,3.5,2
854232,0.93,3.5,3
854189,4.12,3.5,3
854179,11.99,3.5,3
854171,5.75,3.5,2
854150,3.26,3.5,2
854098,4.22,3.5,3
854089,0,3.5,3
854077,5.92,3.5,3
854039,9.39,3.5,3
854010,0,3.5,2
854008,6.55,3.5,3
853998,6.15,3.5,3
853985,3.25,3.5,3
853964,5.74,3.5,2
853948,6.1,3.5,3
853927,6.64,3.5,3
853911,5.75,3.5,3
853891,4.37,3.5,2
853890,5.75,3.5,3
853862,0,3.5,4
853858,0.95,3.5,2
853857,0,3.5,2
853840,0,3.5,2
853826,0.83,3.5,5
853785,0,3.5,2
853769,0,3.5,2
853746,6.29,3.5,2
853741,4.08,3.5,3
853687,4.08,3.5,3
853683,0.83,3.5,3
853675,5.93,3.5,2
853628,5.74,3.5,2
853623,4.08,3.5,5
853572,8.45,3.5,4
853565,6.54,3.5,3
853515,4.38,3.5,3
853501,0,3.5,4
853454,5.76,3.5,3
853432,4.07,3.5,4
853430,0.95,3.5,3
853414,6.44,3.5,3
853388,0,3.5,2
853387,0,3.5,2
853380,5.95,3.5,3
853378,0,3.5,3
853344,0.83,3.5,3
853319,0.85,3.5,3
853318,5.76,3.5,5
853275,4.09,3.5,3
853273,0,3.5,2
853256,5.91,3.5,4
853241,4.17,3.5,5
853229,4.09,3.5,2
853205,0,3.5,2
853178,5.89,3.5,2
853176,5.74,3.5,3
853171,0,3.5,4
853086,6.03,3.5,2
853070,9.07,3.5,4
853064,8.89,3.5,2
853017,5.76,3.5,5
852981,4.65,3.5,3
852939,0,3.5,3
852904,0,3.5,3
852903,4.18,3.5,3
852896,6.19,3.5,2
852895,4.32,3.5,4
852852,0.95,3.5,5
852847,0.87,3.5,3
852833,0.84,3.5,2
852831,3.7,3.5,2
852829,9.38,3.5,3
852801,3.7,3.5,4
852700,0,3.5,3
852698,5.75,3.5,3
852695,0,3.5,2
852683,0,3.5,2
852667,3.7,3.5,2
852659,0,3.5,3
852543,5.75,3.5,3
852531,5.75,3.5,4
852530,6.54,3.5,3
852511,12.32,3.5,3
852430,0.84,3.5,5
852428,6.07,3.5,4
852394,0,3.5,2
852391,0,3.5,2
852376,4.08,3.5,4
852365,6.54,3.5,3
852342,4.12,3.5,2
852331,4.65,3.5,3
852319,5.97,3.5,3
852308,4.09,3.5,4
852299,0,3.5,4
852247,5.75,3.5,3
852190,0,3.5,4
852184,4.08,3.5,2
852136,6.35,3.5,5
852135,5.86,3.5,3
852123,0,3.5,2
852113,0,3.5,2
852090,5.75,3.5,3
852051,8.25,3.5,3
852024,6.51,3.5,3
852010,0,3.5,2
852003,5.74,3.5,2
852002,4.32,3.5,4
851958,6.47,3.5,6
851944,0,3.5,3
851918,0,3.5,4
851893,12.23,3.5,2
851884,5.76,3.5,4
851862,5.82,3.5,4
851856,4.17,3.5,4
851820,5.75,3.5,3
851779,0,3.5,3
851770,0,3.5,3
851769,5.9,3.5,3
851757,4.24,3.5,3
851752,0,3.5,4
851749,4.18,3.5,3
851726,0,3.5,2
851684,6.3,3.5,2
851649,6.36,3.5,2
851631,4.64,3.5,2
851626,6.11,3.5,3
851605,4.15,3.5,3
851602,0,3.5,2
851586,0,3.5,2
851574,15.69,3.5,4
851565,9.38,3.5,2
851556,9.39,3.5,3
851536,8.98,3.5,3
851533,0,3.5,3
851500,9.37,3.5,3
851488,0,3.5,3
851464,0,3.5,4
851428,4.27,3.5,2
851404,4.11,3.5,3
851402,0.94,3.5,3
851355,0,3.5,5
851350,4.1,3.5,2
851330,0,3.5,3
851325,5.75,3.5,2
851298,0,3.5,3
851294,0,3.5,3
851262,9.38,3.5,4
851251,0.9,3.5,2
851248,0,3.5,2
851245,6.55,3.5,2
851240,4.09,3.5,3
851194,0,3.5,4
851165,3.35,3.5,3
851156,4.2,3.5,5
851146,0,3.5,3
851097,0,3.5,3
851085,4.09,3.5,3
851052,5.89,3.5,2
851049,0,3.5,2
850979,6.24,3.5,2
850970,0,3.5,2
850965,8.25,3.5,2
850954,9.1,3.5,3
850908,4.19,3.5,3
850865,0,3.5,5
850845,0,3.5,4
850833,0.87,3.5,4
850826,5.82,3.5,5
850821,0,3.5,3
850816,8.63,3.5,4
850799,5.75,3.5,3
850791,6.55,3.5,3
850774,6.26,3.5,2
850753,6.53,3.5,4
850742,5.75,3.5,4
850739,6.54,3.5,3
850738,4.64,3.5,4
850724,0,3.5,2
850687,0.91,3.5,3
850681,8.25,3.5,2
850676,0,3.5,2
850671,4.65,3.5,2
850652,3.25,3.5,5
850638,0,3.5,3
850616,0,3.5,4
850612,0,3.5,2
850554,6.55,3.5,4
850546,5.75,3.5,5
850505,6.27,3.5,3
850491,4.48,3.5,2
850473,6.38,3.5,3
850454,0.96,3.5,4
850439,0,3.5,3
850431,0,3.5,2
850408,0,3.5,3
850398,0,3.5,3
850392,0,3.5,3
850385,6.49,3.5,3
850381,6.36,3.5,6
850375,0.95,3.5,2
850372,0,3.5,2
850365,0,3.5,3
850355,0,3.5,2
850285,0,3.5,4
850283,5.75,3.5,2
850263,5.75,3.5,4
850260,5.91,3.5,3
850257,0,3.5,2
850230,0,3.5,3
850190,5.75,3.5,3
850177,0.83,3.5,5
850162,0,3.5,4
850114,5.74,3.5,2
850110,0,3.5,2
850079,6.09,3.5,2
850027,6.54,3.5,3
849978,0,3.5,2
849909,5.75,3.5,2
849877,0.86,3.5,3
849833,0,3.5,2
849819,3.25,3.5,4
849817,6.55,3.5,3
849813,6.54,3.5,3
849781,4.59,3.5,4
849738,8.55,3.5,3
849711,0,3.5,2
849667,5.75,3.5,2
849650,4.08,3.5,5
849648,0,3.5,3
849636,3.7,3.5,2
849584,5.75,3.5,3
849564,4.09,3.5,2
849556,3.25,3.5,3
849549,4.28,3.5,3
849548,6.55,3.5,3
849543,4.12,3.5,4
849534,0,3.5,3
849519,4.64,3.5,2
849513,0,3.5,3
849503,0,3.5,4
849502,5.74,3.5,2
849494,8.43,3.5,3
849482,5.76,3.5,2
849449,6.54,3.5,3
849439,4.08,3.5,2
849414,5.75,3.5,4
849407,0,3.5,2
849399,5.75,3.5,3
849397,5.94,3.5,2
849393,9.39,3.5,3
849369,0,3.5,3
849350,6.54,3.5,4
849326,0,3.5,3
849291,5.74,3.5,3
849283,4.08,3.5,3
849263,0,3.5,5
849257,4.31,3.5,3
849228,0,3.5,3
849188,9.38,3.5,2
849158,0,3.5,5
849155,3.25,3.5,4
849066,0,3.5,5
849055,5.75,3.5,4
849038,0,3.5,4
849021,0.89,3.5,3
848951,4.32,3.5,2
848946,0,3.5,2
848927,4.09,3.5,2
848906,0,3.5,4
848902,0,3.5,2
848899,3.26,3.5,2
848870,6.26,3.5,2
848866,0.84,3.5,4
848839,8.7,3.5,3
848815,0,3.5,2
848794,0,3.5,4
848786,0,3.5,3
848785,0,3.5,2
848768,9.38,3.5,3
848742,8.25,3.5,2
848726,0.92,3.5,3
848654,0.91,3.5,2
848637,4.45,3.5,4
848559,6.55,3.5,3
848549,8.81,3.5,2
848534,5.75,3.5,2
848532,5.75,3.5,2
848527,5.75,3.5,3
848518,6.13,3.5,3
848511,6.28,3.5,3
848488,12.24,3.5,3
848448,0.85,3.5,5
848435,9.38,3.5,3
848418,4.08,3.5,2
848407,8.24,3.5,2
848386,5.74,3.5,2
848316,4.08,3.5,2
848266,4.08,3.5,3
848229,3.61,3.5,3
848223,9.38,3.5,3
848217,6.46,3.5,3
848196,6.34,3.5,3
848190,0.85,3.5,3
848188,6.06,3.5,4
848156,3.41,3.5,3
848141,6.01,3.5,3
848139,0,3.5,3
848085,6.06,3.5,3
848075,5.75,3.5,4
848045,4.09,3.5,2
847975,5.82,3.5,3
847961,4.08,3.5,2
847924,3.41,3.5,3
847923,4.08,3.5,3
847922,0,3.5,2
847913,4.08,3.5,3
847879,6.54,3.5,3
847872,0,3.5,3
847804,6.05,3.5,2
847774,3.26,3.5,5
847732,0,3.5,2
847719,0,3.5,2
847708,0,3.5,2
847644,0,3.5,2
847599,5.96,3.5,2
847588,0.87,3.5,4
847547,5.75,3.5,2
847538,0,3.5,4
847526,3.42,3.5,3
847506,5.93,3.5,3
847500,4.08,3.5,2
847472,0,3.5,3
847462,0,3.5,3
847456,8.71,3.5,2
847449,0,3.5,3
847440,0,3.5,4
847436,0,3.5,4
847433,6.54,3.5,2
847428,0,3.5,4
847423,6.54,3.5,3
847422,5.75,3.5,2
847396,4.51,3.5,3
847385,5.81,3.5,4
847326,6.13,3.5,3
847307,5.75,3.5,2
847245,0,3.5,2
847228,3.3,3.5,3
847190,0,3.5,2
847180,4.15,3.5,3
847155,5.96,3.5,3
847154,0,3.5,2
847148,0,3.5,3
847125,0,3.5,2
847055,0,3.5,2
847050,0,3.5,2
847043,5.76,3.5,3
847007,0,3.5,2
846967,8.83,3.5,3
846946,6.53,3.5,3
846920,4.09,3.5,3
846909,0.83,3.5,3
846895,0,3.5,2
846846,0.85,3.5,4
846844,0,3.5,4
846837,0,3.5,2
846830,6.53,3.5,3
846808,0,3.5,2
846802,0,3.5,5
846793,5.75,3.5,4
846792,4.08,3.5,3
846767,5.96,3.5,3
846764,5.85,3.5,2
846756,9.38,3.5,2
846744,6.54,3.5,3
846742,6.53,3.5,3
846739,9.38,3.5,2
846700,4.07,3.5,2
846670,0,3.5,2
846658,0,3.5,2
846642,0,3.5,4
846639,0,3.5,4
846630,0,3.5,2
846628,8.49,3.5,2
846612,0,3.5,4
846602,5.76,3.5,2
846595,8.25,3.5,3
846567,0,3.5,2
846534,0.83,3.5,4
846532,0,3.5,2
846516,7.49,3.5,2
846486,0,3.5,3
846473,6.54,3.5,4
846438,0,3.5,3
846432,0,3.5,3
846406,8.25,3.5,2
846399,0,3.5,2
846391,0,3.5,4
846390,4.08,3.5,3
846376,0,3.5,2
846355,0,3.5,3
846334,5.94,3.5,3
846278,5.79,3.5,3
846276,0,3.5,2
846274,0,3.5,3
846272,0,3.5,2
846269,8.25,3.5,3
846266,4.17,3.5,2
846260,0.92,3.5,4
846255,0,3.5,4
846227,4.09,3.5,4
846220,0,3.5,3
846218,6.54,3.5,3
846177,6.23,3.5,2
846157,3.7,3.5,5
846131,4.46,3.5,4
846130,0,3.5,2
846098,4.13,3.5,3
846096,3.7,3.5,5
846057,0,3.5,3
846050,0,3.5,3
846046,5.75,3.5,2
846042,0,3.5,3
846000,0,3.5,4
845994,5.74,3.5,2
845981,0,3.5,3
845980,0,3.5,3
845973,6.54,3.5,3
845930,0.92,3.5,6
845917,4.13,3.5,4
845899,8.49,3.5,2
845892,4.52,3.5,3
845831,5.77,3.5,3
845825,0,3.5,4
845821,5.75,3.5,3
845807,0.93,3.5,3
845804,4.09,3.5,4
845790,0,3.5,4
845779,3.7,3.5,2
845765,0,3.5,4
845761,4.23,3.5,2
845721,0,3.5,2
845717,0,3.5,4
845697,0,3.5,3
845692,0,3.5,2
845652,4.08,3.5,2
845648,0,3.5,2
845617,0,3.5,5
845616,4.07,3.5,2
845571,0,3.5,2
845569,5.75,3.5,2
845539,0,3.5,3
845533,0,3.5,4
845523,0,3.5,3
845516,0,3.5,3
845509,4.35,3.5,3
845499,5.75,3.5,2
845467,4.29,3.5,3
845433,6.54,3.5,2
845430,0,3.5,6
845424,6.02,3.5,5
845367,5.76,3.5,3
845318,0,3.5,2
845300,0,3.5,2
845281,0.84,3.5,3
845272,6.17,3.5,3
845265,4.08,3.5,4
845227,5.75,3.5,2
845212,0,3.5,3
845196,6.54,3.5,3
845195,6.54,3.5,2
845179,0,3.5,3
845176,0,3.5,2
845175,4.5,3.5,3
845164,9.38,3.5,2
845155,6.06,3.5,4
845141,3.64,3.5,2
845133,5.79,3.5,3
845131,6.02,3.5,3
845128,0,3.5,2
845110,3.4,3.5,4
845094,0,3.5,3
845057,0.83,3.5,3
845056,4.32,3.5,2
845044,0,3.5,4
845030,5.75,3.5,4
845023,8.25,3.5,3
844967,4.09,3.5,3
844961,0,3.5,2
844960,4.21,3.5,4
844943,0,3.5,2
844891,0,3.5,3
844882,0,3.5,2
844860,4.09,3.5,3
844839,0,3.5,2
844816,0.87,3.5,3
844812,0,3.5,2
844807,0,3.5,3
844785,0.92,3.5,3
844773,0,3.5,6
844763,9.38,3.5,2
844744,4.13,3.5,3
844736,0.83,3.5,4
844702,5.75,3.5,2
844683,0.83,3.5,6
844653,0,3.5,3
844611,0,3.5,4
844589,5.75,3.5,2
844563,5.76,3.5,2
844548,6.55,3.5,3
844531,9.38,3.5,3
844517,0.92,3.5,3
844504,0,3.5,2
844475,5.74,3.5,2
844446,6.54,3.5,2
844441,0.84,3.5,3
844425,0,3.5,2
844418,4.08,3.5,3
844398,3.25,3.5,2
844390,0,3.5,2
844366,9.38,3.5,2
844364,5.76,3.5,3
844325,0,3.5,3
844322,5.74,3.5,2
844319,0,3.5,3
844280,5.74,3.5,2
844235,5.75,3.5,3
844223,0,3.5,2
844198,6.02,3.5,3
844194,8.24,3.5,4
844191,0.85,3.5,3
844173,5.98,3.5,2
844170,0,3.5,2
844166,0,3.5,3
844163,0,3.5,2
844157,6.54,3.5,3
844132,0,3.5,2
844091,0,3.5,2
844086,4.08,3.5,2
844063,5.78,3.5,3
844018,6.43,3.5,4
844014,0,3.5,3
844005,9.38,3.5,2
844004,6.54,3.5,3
843982,5.92,3.5,3
843972,0,3.5,2
843948,0,3.5,3
843944,6.54,3.5,3
843877,0,3.5,4
843868,6.54,3.5,3
843848,5.98,3.5,2
843842,9.39,3.5,4
843835,5.75,3.5,4
843809,5.94,3.5,2
843806,0,3.5,2
843804,4.3,3.5,2
843802,0.83,3.5,2
843738,0,3.5,4
843722,6.16,3.5,3
843709,6.44,3.5,3
843640,0,3.5,2
843553,5.87,3.5,2
843524,0,3.5,3
843521,0,3.5,2
843506,5.75,3.5,3
843503,0,3.5,4
843492,0,3.5,2
843485,5.85,3.5,2
843476,6.54,3.5,3
843471,4.08,3.5,2
843451,0,3.5,3
843439,0,3.5,2
843421,0,3.5,2
843411,0.83,3.5,4
843395,4.08,3.5,2
843382,0,3.5,4
843361,9.39,3.5,2
843359,0,3.5,3
843348,4.6,3.5,4
843329,3.59,3.5,4
843305,0,3.5,3
843301,6.17,3.5,3
843290,3.24,3.5,4
843234,0,3.5,3
843183,0,3.5,6
843181,0,3.5,4
843163,4.17,3.5,3
843145,8.6,3.5,2
843088,6.54,3.5,2
843076,5.8,3.5,3
843051,5.92,3.5,3
843045,4.09,3.5,2
842968,0.83,3.5,3
842957,4.08,3.5,4
842951,0,3.5,2
842926,4.08,3.5,3
842925,0,3.5,3
842915,6.01,3.5,3
842903,8.32,3.5,3
842890,5.75,3.5,3
842877,6.21,3.5,2
842863,9.19,3.5,3
842857,5.74,3.5,2
842839,0,3.5,2
842762,0,3.5,4
842744,6.54,3.5,5
842689,4.48,3.5,2
842673,3.25,3.5,4
842672,8.25,3.5,2
842669,0.93,3.5,3
842648,4.3,3.5,2
842640,0.95,3.5,2
842638,0,3.5,3
842623,9.39,3.5,3
842619,8.47,3.5,3
842611,0,3.5,3
842603,5.75,3.5,2
842542,0,3.5,3
842499,0,3.5,4
842470,0.83,3.5,4
842440,0,3.5,4
842428,6.33,3.5,3
842420,5.76,3.5,4
842365,5.75,3.5,2
842360,0.85,3.5,4
842357,5.83,3.5,4
842329,0,3.5,3
842298,11.12,3.5,2
842283,4.15,3.5,3
842261,0,3.5,3
842255,9.38,3.5,2
842250,5.75,3.5,4
842249,4.54,3.5,2
842242,6.22,3.5,3
842236,5.74,3.5,2
842200,3.28,3.5,4
842196,0,3.5,2
842188,5.75,3.5,2
842060,0,3.5,2
842015,3.69,3.5,2
842013,0.83,3.5,2
842008,0,3.5,4
841989,0,3.5,2
841967,0.95,3.5,2
841940,5.75,3.5,3
841939,6.66,3.5,3
841938,0,3.5,2
841936,5.75,3.5,4
841927,0,3.5,2
841880,5.96,3.5,3
841871,0,3.5,2
841854,0,3.5,4
841827,12.22,3.5,3
841811,0,3.5,2
841806,5.76,3.5,4
841793,0,3.5,2
841750,4.45,3.5,3
841747,0.95,3.5,5
841746,3.4,3.5,3
841709,8.86,3.5,3
841676,6.02,3.5,3
841665,0,3.5,3
841664,5.75,3.5,2
841648,4.64,3.5,3
841645,9.38,3.5,2
841631,0,3.5,4
841616,0,3.5,2
841586,6.24,3.5,3
841568,0,3.5,3
841551,0,3.5,2
841549,0,3.5,2
841547,0,3.5,2
841541,0,3.5,2
841538,0,3.5,2
841526,4.36,3.5,2
841518,0.95,3.5,3
841517,0.9,3.5,4
841508,9.38,3.5,2
841491,0,3.5,3
841489,0,3.5,2
841471,8.54,3.5,4
841464,5.08,3.5,4
841460,6.54,3.5,2
841454,5.75,3.5,2
841442,4.2,3.5,3
841434,9.29,3.5,2
841415,0,3.5,2
841411,4.31,3.5,2
841391,0.94,3.5,4
841385,0,3.5,2
841372,0.88,3.5,4
841365,8.33,3.5,3
841362,0,3.5,3
841354,5.75,3.5,3
841282,0,3.5,2
841264,6.08,3.5,4
841241,6.48,3.5,4
841230,8.25,3.5,3
841217,0,3.5,2
841212,0,3.5,4
841211,8.25,3.5,2
841187,0,3.5,3
841184,0,3.5,4
841147,6.44,3.5,4
841146,0,3.5,2
841139,0,3.5,3
841136,0,3.5,3
841131,0,3.5,2
841124,0,3.5,2
841094,9.38,3.5,3
841086,0,3.5,2
841067,5.75,3.5,5
841039,6.54,3.5,2
841018,4.65,3.5,4
841014,4.65,3.5,3
841009,6.53,3.5,4
840999,3.54,3.5,3
840993,5.76,3.5,4
840967,0,3.5,3
840923,4.29,3.5,3
840908,0,3.5,5
840901,4.31,3.5,2
840900,6.25,3.5,3
840889,0.93,3.5,2
840885,4.09,3.5,2
840868,5.91,3.5,2
840852,0.85,3.5,4
840813,0,3.5,3
840811,5.75,3.5,3
840763,3.25,3.5,2
840736,3.25,3.5,3
840728,0,3.5,3
840727,0,3.5,4
840725,4.08,3.5,4
840676,6.49,3.5,2
840660,3.43,3.5,4
840644,8.25,3.5,2
840616,0.83,3.5,5
840601,6.53,3.5,2
840593,8.25,3.5,3
840577,4.25,3.5,2
840520,0,3.5,2
840509,0,3.5,3
840496,4.23,3.5,4
840480,6.54,3.5,2
840470,8.66,3.5,2
840463,4.08,3.5,3
840459,5.75,3.5,2
840447,5.75,3.5,2
840412,5.76,3.5,2
840381,0,3.5,2
840376,0.86,3.5,5
840359,3.52,3.5,3
840358,0,3.5,3
840351,5.98,3.5,4
840348,0,3.5,3
840336,0,3.5,2
840322,0,3.5,3
840301,4.08,3.5,2
840300,4.08,3.5,4
840292,8.71,3.5,2
840251,8.91,3.5,3
840242,9.39,3.5,2
840227,0.83,3.5,2
840192,9.38,3.5,3
840181,3.7,3.5,2
840165,4.32,3.5,3
840095,0,3.5,3
840076,5.75,3.5,3
840049,0.83,3.5,4
840040,8.25,3.5,2
840035,5.75,3.5,2
840023,0,3.5,2
839996,5.75,3.5,2
839911,0,3.5,2
839910,0,3.5,2
839876,0.84,3.5,3
839868,6.08,3.5,3
839852,8.47,3.5,3
839834,0,3.5,2
839829,3.26,3.5,3
839821,0,3.5,4
839806,6.18,3.5,2
839787,0,3.5,2
839750,4.09,3.5,3
839713,3.25,3.5,4
839682,6.54,3.5,2
839664,0,3.5,2
839662,0,3.5,2
839652,0,3.5,3
839639,4.07,3.5,3
839540,9.39,3.5,2
839532,5.95,3.5,3
839515,0,3.5,3
839500,6.54,3.5,2
839489,0,3.5,3
839447,0.85,3.5,6
839425,0.95,3.5,2
839418,6.49,3.5,2
839357,5.76,3.5,4
839331,0,3.5,4
839309,6.1,3.5,2
