orders_id,shipping_fee,log_cost,ship_cost
984656,3.79,8.15,5
984638,0.96,8.6,6
984631,0.93,9.8,6
984624,3.67,8.3,4
984611,0.94,8.9,4
984595,8.64,8.15,3
984581,0.87,11.6,6
984547,0.99,8.3,5
984543,0.91,9.2,6
984529,0.93,11.45,6
984523,0.87,9.05,6
984497,0.87,10.4,5
984495,21.14,13.55,2
984484,7.36,8.75,2
984455,0.92,8.15,5
984444,0.94,8.15,5
984430,0.96,12.95,5
984425,0.94,10.7,6
984409,0.89,13.1,6
984399,0.95,8.15,5
984393,0.96,8.3,5
984368,0.92,8.75,5
984367,28.46,9.05,6
984351,0.96,9.95,5
984342,0.94,10.1,6
984337,0.91,8.9,6
984329,0.91,9.5,6
984323,0.92,9.05,5
984312,0.94,9.2,4
984310,0.93,9.65,6
984308,0.95,8,3
984307,4.46,12.2,8
984301,0.87,9.05,4
984298,0.96,11.75,6
984295,0.95,8.45,5
984286,0.9,12.2,5
984264,0.94,8.15,4
984225,0.93,8.15,5
984213,4.52,30.95,8
984207,4.63,31.55,6
984201,4.58,13.4,6
984200,0.87,8.75,4
984188,4.63,8.75,6
984177,0.94,8.15,5
984152,0.92,12.65,6
984146,0.93,8.6,4
984141,0.95,8.45,4
984136,0.89,8.3,8
984131,3.67,9.05,5
984098,0.94,10.1,4
984053,0.94,9.5,6
984022,0.92,14.15,4
984018,0.94,8,4
984004,6.33,8.45,3
984002,0.89,8,6
983980,0.95,8.15,2
983979,3.67,12.35,5
983970,0.92,8.75,6
983966,0.89,10.55,5
983960,0.92,13.7,6
983921,0.89,8.6,3
983907,3.48,9.95,5
983879,0.96,8.75,6
983859,0.87,8.45,5
983858,0.93,10.1,5
983857,0.91,11.15,6
983846,4.64,8.45,5
983845,0.93,8.75,6
983841,0.92,11.15,6
983799,0.9,11.3,5
983796,0.95,11.9,8
983790,0.95,17.3,6
983776,0.88,8,6
983767,0.93,10.4,5
983752,0.94,8.45,4
983743,0.94,9.05,6
983709,0.94,8.45,6
983705,0.92,11.75,5
983636,0.9,9.65,5
983630,0.87,8.15,6
983605,0.94,8,5
983598,3.54,8.75,6
983589,0.95,9.8,4
983581,3.62,18.95,6
983579,0.9,8,4
983572,0.95,8.45,5
983565,3.54,8.3,4
983559,0.96,9.35,6
983558,0.9,8.15,4
983529,0.87,8,4
983523,0.83,10.25,2
983519,3.79,8,5
983473,0.92,8.9,6
983459,3.71,8.45,6
983458,0,9.95,5
983449,0.94,8.3,3
983447,0.93,11.3,4
983438,4.09,9.5,5
983437,0.95,9.65,5
983424,0.95,14,6
983413,3.58,8.6,6
983403,0.9,9.2,4
983398,0.93,8.45,4
983397,3.8,9.2,5
983390,0.9,8.6,5
983371,0.91,9.2,8
983360,0.91,9.95,5
983354,0.9,10.4,5
983338,0.87,8.15,5
983326,0.88,13.7,4
983311,6.61,10.7,4
983310,2.68,15.8,6
983309,0.95,8.15,6
983302,0.94,12.05,6
983276,4.52,21.05,8
983274,0.88,9.95,5
983271,0.87,8.15,5
983268,0.88,8.45,4
983222,0.95,11.3,6
983214,0.95,8.15,3
983191,0.85,8.9,4
983182,9.38,8.45,5
983180,0.93,9.05,3
983164,0.97,11.45,8
983162,0.95,9.5,3
983158,3.68,8.9,6
983141,0.93,11.15,6
983140,4.4,15.05,8
983136,4.6,24.35,8
983125,0.91,8,6
983121,18.5,8.45,5
983117,0.91,8.9,5
983111,0.84,9.05,5
983069,0.93,11.3,6
983057,0.9,8.3,4
983025,0.89,17.3,6
983018,0.95,14.3,6
982988,3.69,10.1,4
982964,0.93,9.8,4
982949,1.01,11.15,6
982947,4.58,17.15,8
982946,4.48,20,8
982939,0.93,8.75,5
982925,0.93,8.45,6
982910,0.95,9.8,4
982895,0.96,9.05,6
982872,3.68,18.5,6
982830,0.93,8.75,5
982828,0.91,9.95,5
982803,0.95,8,4
982761,0.94,9.95,6
982748,0.95,17.6,2
982737,0.92,9.8,6
982725,0.93,9.5,5
982714,0.95,9.35,5
982706,0.95,10.25,6
982704,7.36,10.85,6
982697,3.25,8.9,2
982685,0.96,8.3,6
982681,0.93,13.25,4
982654,49.99,27.35,5
982607,0.93,8,5
982606,0.89,9.35,4
982573,0.9,9.5,4
982490,0.94,11.9,4
982488,0.93,9.65,4
982473,7.36,8.45,5
982452,0.88,8.15,4
982427,0.84,8.3,5
982423,0.88,9.2,6
982390,0.94,8.15,5
982365,0.9,9.65,5
982350,0.94,9.35,4
982326,0.92,10.1,5
982315,0.96,10.7,4
982306,0.9,9.35,8
982265,0.91,8.6,6
982258,28.28,34.55,5
982235,0.95,9.05,6
982208,0.87,9.2,6
982200,3.58,11.15,5
982162,0.93,9.05,5
982156,3.25,11.75,2
982149,0.93,8.75,4
982115,0.95,8,5
982079,0.95,9.5,6
982072,0.92,12.8,5
982039,0.95,9.95,6
982034,3.72,10.1,6
982031,0.94,8.15,5
982028,3.72,8.3,5
982026,0.86,8.75,6
982020,3.7,8.45,4
981993,0.92,8.45,6
981981,0.94,8.9,3
981978,0.93,8.45,5
981977,0.9,8.45,6
981960,4.48,9.65,8
981943,0.92,8.15,6
981906,0.97,9.05,6
981881,4.47,11.9,6
981880,0.92,8,4
981827,0.96,8.15,5
981824,0.93,9.65,6
981823,3.62,10.1,8
981819,12.02,11.3,6
981771,18.46,9.05,4
981752,33.41,30.95,5
981740,0.92,15.2,6
981700,0.93,13.55,6
981666,22.18,19.85,6
981652,0.92,9.2,6
981648,0.9,8.45,6
981628,0.95,9.2,5
981627,0.96,11.45,6
981621,0.96,8.9,5
981617,0.93,11.75,8
981606,3.7,9.65,3
981595,0.92,8.6,4
981591,0.93,8.3,4
981564,0.94,9.35,5
981550,0.92,9.35,5
981548,0.87,8.75,5
981529,0.93,11.9,5
981508,0.96,8.15,4
981504,0.93,10.25,6
981456,0.96,8.45,5
981433,28.48,11.6,6
981423,0.92,11.15,6
981384,0.94,13.1,8
981383,0.95,8.15,4
981381,3.44,10.85,4
981359,0.86,8,3
981336,0.95,8.15,5
981314,0.93,10.25,6
981304,0.94,10.4,5
981300,0.93,9.8,6
981299,0.92,19.4,8
981292,0.95,8.9,8
981291,0.93,8.75,5
981242,0.96,8.45,6
981226,0.88,8,5
981205,0.94,10.1,6
981194,0.88,9.65,6
981193,0.94,8,5
981158,0.95,8.9,5
981144,0.92,9.65,6
981141,0.92,11,3
981089,0.96,8.15,6
981072,0.87,10.7,6
981066,0.92,9.5,5
981033,0.95,8.75,6
981029,0.89,11.3,6
981021,0.89,18.2,6
981001,0.87,10.7,8
980995,0.96,20.9,6
980988,0.89,9.05,5
980983,0.91,8.3,5
980970,0.92,8.6,5
980969,0.94,8.15,6
980945,0.88,9.35,6
980926,0.92,8.75,6
980900,0.9,9.2,4
980891,3.69,9.35,5
980876,0,10.4,6
980875,0.95,8.9,2
980870,0.86,8,5
980858,0.94,9.2,5
980840,0.94,9.35,5
980834,0.95,10.4,5
980823,4.08,10.25,6
980805,0.91,14,5
980803,0.94,16.7,8
980787,0.93,12.95,6
980776,0.94,11.45,6
980754,0.92,8.45,4
980721,0.96,8.75,6
980711,0.93,8.45,6
980687,0.95,8.15,5
980660,0.95,9.8,6
980642,0.89,11.6,6
980628,0.95,10.85,4
980622,25.01,11,6
980620,2.62,13.25,6
980591,0.85,11.9,4
980539,0.95,11.15,5
980533,4.08,8.15,4
980518,3.7,8.45,6
980516,0.91,11.3,6
980512,0.87,9.35,4
980503,7.37,9.95,5
980465,4.64,10.55,8
980453,0.95,8.45,4
980450,0.96,10.55,5
980447,0.94,10.1,5
980428,0.96,8,8
980411,0.87,9.35,6
980393,0.96,8.6,6
980390,0.95,10.4,3
980347,3.68,8,5
980343,0.95,9.8,8
980333,1.02,15.2,6
980313,0.92,8.6,5
980311,3.7,8.6,6
980302,0.93,8.15,2
980262,0.94,13.25,4
980250,0.84,11.75,5
980239,0.94,11,6
980235,0.92,8.15,5
980231,0.95,8.45,5
980217,0.92,10.1,8
980193,0.98,8.75,6
980185,0.92,11,6
980169,0.95,8.75,6
980153,0.9,8,5
980110,0.89,8,6
980091,3.78,8.45,4
980078,0.93,9.65,6
980062,0.9,10.25,6
980005,0.93,9.35,5
979993,0.95,9.05,6
979990,3.56,20,6
979989,0.94,12.8,3
979976,23.4,23.45,8
979973,0.93,8.3,3
979943,0.92,9.8,5
979938,0.92,11.75,6
979899,5.59,9.65,3
979883,15.37,11.6,5
979854,0.89,11.9,8
979826,0.93,8.75,5
979815,7.37,9.65,5
979809,0.9,8.6,5
979785,0.95,8.45,5
979769,0.92,13.85,6
979714,0.94,12.2,4
979703,0.93,8.9,5
979699,1,8.45,6
979682,0.92,10.1,5
979668,0.92,8.75,4
979646,0.91,8,5
979644,0.91,11.6,6
979620,0.95,8.6,3
979618,0.93,8.45,5
979582,0.93,9.05,6
979574,0.89,9.05,6
979573,0.94,8.45,5
979567,0.87,9.35,6
979508,0,13.55,8
979504,28.44,11.6,5
979476,0.85,8.3,5
979446,0.92,16.7,8
979434,0.92,8.45,4
979411,4.52,14.9,6
979406,0.92,8.15,5
979356,0.89,12.05,5
979345,0.92,10.25,6
979319,0.91,9.05,3
979313,0.87,8.3,4
979285,0.85,8.15,4
979283,0.9,13.25,5
979281,0.91,10.1,4
979254,0.9,10.25,6
979233,0.93,9.05,4
979220,4.63,12.95,4
979219,3.62,9.05,5
979217,0.95,10.25,2
979209,0.95,9.95,5
979200,0.9,9.2,6
979194,3.55,8.9,3
979193,0.95,10.85,4
979183,0.89,8.15,5
979129,0.96,9.95,3
979124,0.91,10.4,6
979113,0.86,8.3,6
979104,0.93,11.15,6
979079,0.89,10.1,6
979050,0.94,10.7,6
979022,15.36,9.65,5
979020,0.95,8.3,5
979014,0.91,8.45,4
979013,0.95,9.65,3
979009,0.88,9.05,6
979003,0.94,10.85,4
978997,0.92,9.05,6
978964,0.98,12.8,5
978960,0.89,10.55,6
978933,0.83,8.3,6
978897,0.91,8.3,6
978850,0.9,12.65,6
978837,0.88,8.6,5
978833,0.96,9.2,6
978802,0.94,14,6
978751,0.89,8.45,5
978740,0.93,8.15,4
978716,0.94,8.15,5
978703,0.94,8,5
978592,0.89,9.65,5
978562,0.95,9.65,5
978561,0.92,8.6,4
978534,0.95,8.9,4
978508,0.9,11.15,5
978481,15.37,8.75,6
978471,0.87,9.05,5
978461,0.93,8,6
978446,0.95,11.45,5
978403,0.91,8.45,6
978400,0.96,11.15,6
978370,0.98,8.45,5
978346,0.92,8.6,4
978336,0.92,9.5,6
978330,0.89,11.75,6
978303,0.93,8.6,6
978236,0.95,8,3
978235,0.94,11,6
978218,0.89,8.9,5
978199,7.42,8.75,2
978198,0.92,8.75,6
978182,3.5,9.35,4
978172,0.93,11.75,4
978154,0.94,8,4
978141,0.94,8.6,4
978124,0.94,8.15,5
978117,0.96,8.3,4
978116,0,8.6,5
978080,0.94,9.65,5
978049,4.61,20.75,6
977992,0.96,13.85,6
977987,0.95,8.75,3
977965,0,10.25,6
977961,0.93,10.85,4
977937,4.46,17.45,6
977933,0.87,9.35,5
977932,0.94,9.5,4
977912,0.95,8,5
977886,3.64,8.75,5
977837,0.95,8.75,3
977803,0.89,12.2,6
977785,0.83,8.9,3
977784,0.94,9.65,3
977783,0.94,8.45,5
977767,0.93,11.3,6
977747,0.91,8.45,5
977722,0.91,8.3,6
977716,0.91,10.55,4
977706,0.97,8.15,5
977672,0.95,9.8,5
977656,0.92,8.15,5
977644,0.92,10.55,4
977636,3.45,8.45,5
977624,6.64,8.3,5
977620,0.9,8.45,6
977595,0.93,11.45,6
977570,0.9,11,6
977547,0.98,10.55,8
977538,11.41,8.75,5
977535,3.73,9.65,2
977504,3.73,9.8,4
977493,4.66,11.45,8
977486,0,9.2,6
977477,2.6,8.9,6
977474,12.99,18.2,6
977470,0.95,8.15,6
977467,0.93,8.75,5
977460,23.99,10.85,5
977459,3.72,9.35,5
977435,7.36,10.4,4
977427,0.88,8.15,8
977408,3.69,14,6
977404,0.94,8.3,5
977369,0.95,13.25,6
977364,0.95,9.65,6
977339,0.97,8.6,4
977331,0.96,9.2,6
977322,3.8,12.95,4
977308,0.9,12.2,3
977289,0.9,8.45,5
977276,0.92,8.75,5
977236,0.94,8,4
977235,0.92,8,5
977233,0.94,12.5,3
977216,0.91,8,6
977202,0.95,8,3
977197,3.66,8.6,6
977193,5.59,9.05,4
977192,0.9,10.85,5
977135,3.65,8.15,5
977121,0.95,9.2,8
977108,0.92,8.9,4
977107,0.94,9.95,4
977080,0.91,12.05,8
977076,7.36,9.5,3
977074,0.95,8.45,5
977053,0.88,10.55,6
977051,0.91,11,8
977033,3.25,26.75,2
977028,0,8.45,6
976992,0.94,9.65,6
976973,0.9,8.3,4
976952,0.92,8.75,5
976926,0.93,9.95,5
976916,3.67,9.65,5
976906,0.96,8.75,5
976904,0.9,8.9,4
976893,0.95,9.2,2
976892,0.95,10.55,3
976853,4.61,19.4,8
976850,0.86,9.8,5
976831,0.91,9.2,3
976830,3.63,10.55,5
976812,60,25.85,5
976806,4.65,16.1,4
976799,3.71,8.75,4
976791,4.44,10.1,8
976776,3.69,9.95,3
976772,0.95,15.2,5
976771,4.63,23.3,4
976711,3.56,8.75,5
976679,0.93,8.3,5
976672,8.63,8,5
976621,0.91,8.6,6
976566,0.96,9.05,4
976538,0.88,8.45,4
976537,3.7,12.05,6
976510,3.51,8,4
976501,0.96,9.05,6
976489,0.9,8.45,5
976480,0.92,8,6
976442,0.89,8.75,4
976428,0.97,10.25,5
976426,0.89,9.8,6
976410,0.93,8.9,6
976380,0.96,11,5
976354,0.93,8.6,5
976346,0.9,8.75,6
976332,0.9,14.45,5
976325,3.72,9.35,3
976278,0.95,8.6,5
976266,0,8,5
976229,0.94,8.75,5
976200,3.68,8.15,4
976190,0.85,9.05,6
976136,0.92,11.45,6
976109,0.89,8.3,6
976107,0.95,8.6,4
976084,0.93,8.15,5
976078,0.94,9.2,6
976033,0.9,8.75,4
976024,4.56,12.05,6
975985,4.38,14.45,8
975958,0.93,12.05,4
975949,0.91,12.05,6
975945,0.88,8.15,5
975934,0.88,11.15,6
975931,4.57,9.35,8
975903,0.85,10.85,4
975887,4.6,13.85,6
975875,0.83,9.05,5
975874,0.91,8.15,5
975869,0.95,10.1,3
975832,0.93,9.2,5
975807,0.9,8,5
975719,2.75,9.2,6
975677,0.95,8.9,5
975652,7.34,9.8,5
975645,0.91,8.45,5
975641,0.92,8.9,5
975622,0.91,11.15,6
975618,0.94,8.75,5
975603,0.96,8.45,6
975598,0.94,8.15,4
975587,0.95,8,5
975571,0.95,10.85,6
975568,0.93,9.8,6
975559,0.94,8.9,6
975499,0.89,12.05,6
975484,0.95,8.6,3
975475,0.95,8,4
975454,0.88,8.3,5
975443,0.93,8.6,5
975439,0.94,13.4,6
975412,0.91,9.35,4
975390,0.92,8,5
975354,3.26,8.15,2
975352,0.95,9.05,6
975337,0.9,10.4,6
975312,0.93,8.45,4
975293,0.9,8.3,5
975271,4.22,9.05,6
975265,0.95,8,2
975259,0.91,10.7,6
975249,0.95,10.1,5
975246,0.96,8,5
975228,0.91,8,3
975211,3.8,8.75,5
975191,0.9,13.4,6
975184,0.9,8.45,8
975181,0.96,8.75,5
975152,0.91,8.6,6
975106,0.91,8,4
975096,0.95,8.15,2
975095,0.89,10.55,3
975094,0.89,9.35,5
975090,0.9,8.9,6
975089,0.93,8,5
975079,0.9,8.45,5
975065,0.95,10.4,3
975041,4.6,14.9,8
974998,0.93,10.7,6
974981,0.94,8.75,4
974977,0.94,8.6,6
974962,0.9,8,5
974957,0.92,8.45,5
974933,0.93,8,6
974924,0.89,8.3,6
974901,0.88,8.6,5
974844,0.95,11.75,2
974838,4.6,12.2,8
974837,4.44,18.65,8
974831,0.93,8.45,4
974821,3.67,8.9,6
974819,0.85,8.6,4
974808,0.96,8.15,6
974797,0.95,9.05,4
974791,0.92,8.3,6
974769,0.94,8.3,5
974767,0.87,8.3,5
974762,0.93,11.3,5
974716,0.89,8.9,5
974684,0.84,10.7,4
974664,0.9,12.2,5
974614,0.91,8.3,5
974606,0.91,8,4
974597,6.41,8,8
974596,0.9,12.35,6
974575,0.9,17,6
974557,0.9,12.5,6
974528,0.93,8,6
974519,0.94,9.2,5
974518,0.87,8.3,5
974492,0.98,14.45,8
974480,0.91,10.55,6
974478,0,13.25,8
974457,0.9,8.15,5
974451,0.94,8.3,5
974437,0.86,8.15,5
974413,0.92,8.15,4
974384,0.9,9.5,4
974316,0.91,8.75,5
974300,0.86,8.6,5
974290,5.45,10.1,5
974281,0.94,9.8,5
974277,0.92,9.8,8
974271,7.36,9.8,5
974256,0.95,10.1,4
974203,0,19.4,6
974146,0.92,8,4
974144,0.95,12.2,6
974111,0.93,10.1,5
974104,0.9,8.45,5
973992,0.91,10.1,6
973984,0.94,10.1,4
973976,0.93,12.2,4
973972,0.95,13.7,6
973954,0.95,9.35,5
973908,0.84,9.8,2
973900,0.84,8.3,4
973870,0.95,8.15,5
973828,3.59,10.55,5
973826,0.97,11.3,6
973796,0.91,9.05,5
973755,0.96,8.3,5
973751,6.55,8,4
973721,0.92,8,4
973708,0.95,9.95,5
973602,0.96,8.45,5
973596,0.96,9.8,5
973576,0.91,10.55,5
973569,0.93,9.35,6
973554,0.88,13.1,6
973547,0.88,15.05,5
973537,0.87,9.95,5
973479,4.08,9.95,3
973476,0.93,9.8,4
973462,3.7,8.75,2
973429,0.95,9.35,6
973424,3.25,8.6,6
973380,0.96,9.95,5
973363,0.92,8.6,5
973353,0.93,11.6,6
973343,0.92,10.25,4
973318,0.9,8,4
973314,0.92,9.5,6
973297,0.9,8,6
973288,0.85,8.6,4
973281,0.89,12.95,6
973245,0.89,14.45,8
973234,0.87,9.05,6
973203,0.9,8.3,3
973201,0.88,10.1,6
973189,0.95,9.2,6
973185,0.97,11.75,5
973184,0.92,13.85,8
973163,0.87,10.4,6
973144,0.86,8.15,5
973121,0.95,11.15,6
973105,0.93,9.05,6
973104,0.93,8.9,5
973091,0.89,8.15,6
973078,0.92,9.35,6
973035,0.9,12.5,5
973032,3.83,8.9,5
973024,0.85,8.45,6
973001,0.87,8.15,4
972954,0.9,9.65,6
972942,4.49,13.7,8
972933,0.88,9.5,6
972931,0.92,9.5,4
972929,0.89,8.9,5
972926,3.76,8,5
972922,0.93,8.45,5
972921,0.91,8.3,6
972885,0.92,11.75,5
972855,0.92,9.95,6
972820,0.96,11.9,4
972781,0.96,8.3,4
972769,0.98,12.35,5
972768,0,12.05,4
972759,0.94,15.65,6
972741,0.92,12.95,8
972711,0.93,8,4
972708,0.88,8.75,6
972682,0.9,10.85,6
972647,0.92,8.45,5
972642,0.93,8,4
972636,4.58,13.7,8
972634,6.54,8.6,3
972619,0.95,10.7,6
972594,0.93,10.4,6
972575,15.35,11.75,3
972550,0.9,8,5
972510,0.93,8.15,5
972497,0.9,11,6
972473,0.93,9.5,6
972470,4.55,11.45,8
972453,0,8.15,4
972445,0.93,8.6,5
972410,0.94,8,4
972399,3.68,11.75,6
972383,0.94,9.2,3
972355,0.9,8.45,5
972315,0,9.8,4
972313,4.52,9.35,8
972306,0,10.55,5
972300,0,11.45,5
972276,0.9,8.45,6
972243,0.92,9.65,5
972198,7.34,8.15,5
972181,0.99,9.95,4
972021,0.97,9.5,4
972017,0.96,8.45,5
972007,0.88,8,6
971999,3.54,9.05,4
971945,0.94,10.85,5
971890,3.71,9.95,6
971831,0.93,11.75,4
971770,3.67,8.15,4
971717,0.92,8.45,6
971715,0.94,11.15,6
971658,0.89,8.3,5
971649,0.93,8,5
971631,0.96,10.25,2
971614,0.87,8.75,6
971607,0.91,8,4
971596,0.9,8.45,5
971595,0.86,8,6
971590,0.93,8.3,6
971568,3.7,9.05,4
971541,0.93,10.1,5
971519,0.95,8.3,5
971459,0.92,12.65,5
971407,30.98,13.1,6
971328,3.71,8,3
971316,0.94,9.2,5
971310,3.7,8,3
971301,0.92,10.1,6
971291,0.91,8.6,5
971268,3.79,8,6
971262,0.93,9.2,6
971253,0.9,9.35,5
971221,0.94,11,6
971181,0.95,12.2,5
971170,0.85,10.4,5
971157,3.65,13.7,5
971143,0.96,8.3,4
971090,0.94,13.4,6
971077,4.64,8.6,6
971072,0.88,22.7,6
971066,0.91,8.9,5
971039,0.9,9.2,8
971026,0.95,9.8,6
970992,0.91,8.3,5
970967,0.94,8.75,5
970948,0.93,9.8,5
970932,0.91,11.15,6
970920,0.95,13.85,4
970875,0.94,8.15,5
970842,0.9,9.65,4
970836,0.84,8.45,6
970800,0.93,8.9,5
970795,0.9,8,5
970769,0.87,9.65,5
970722,0.88,11,5
970701,0.91,10.55,5
970683,13.15,17.15,4
970667,0.96,20.15,4
970658,0.94,13.1,5
970628,0.91,13.85,5
970626,0,9.5,3
970611,0.91,8.45,5
970594,0.94,9.2,6
970585,0.93,15.8,6
970573,3.26,9.05,5
970552,4.5,13.55,6
970510,0.93,8.9,5
970489,0.97,13.85,6
970473,0,8.6,5
970449,0.95,15.35,6
970438,0,13.85,4
970431,4.65,23.15,6
970428,4.36,9.95,6
970382,0.97,8.15,4
970380,0.94,9.35,6
970378,0.95,8,3
970343,0.95,9.05,5
970337,0.95,11.75,2
970333,0.93,9.8,4
970321,0.87,8.6,4
970319,0.92,11.9,5
970292,3.25,8.45,3
970176,0.9,8.45,5
970175,0.93,8.3,4
970163,0.94,8.6,4
970134,0.91,8.75,4
970133,6.21,8.45,4
970126,4.61,26.15,8
970118,0.96,8.6,6
970116,18.47,9.65,5
970107,0.95,11.75,4
970102,0.83,8.45,6
970088,0.97,8.45,6
970050,0.9,9.65,6
970036,4.56,39.65,8
970006,4.59,17,6
969986,0.92,9.5,5
969972,3.64,8.9,8
969930,0.95,10.85,3
969921,0.9,10.25,6
969915,3.67,8.9,6
969910,0.95,8.75,2
969907,0.94,9.65,6
969904,0,31.4,5
969902,0.9,8.75,6
969873,0.95,14.75,3
969867,0,18.2,8
969781,0.95,9.35,6
969777,0.97,9.35,6
969772,0.89,8.3,5
969742,28.99,11,4
969733,6.54,8.15,5
969720,0.92,10.55,6
969686,31.57,9.05,8
969612,0.93,10.55,6
969587,1,12.8,6
969567,4.58,11,5
969563,0.9,8.75,5
969532,0.88,8.3,8
969513,3.4,8.3,4
969477,0.84,10.7,5
969449,0.96,8.15,6
969438,0.94,8.45,4
969407,0.93,10.1,6
969404,0.95,9.2,4
969400,3.65,9.05,3
969390,0.96,9.05,5
969383,0.96,17.75,5
969380,0.96,8.75,5
969327,0.91,10.1,4
969317,0.94,12.35,3
969300,0.92,8.6,6
969254,0.89,15.05,6
969224,0.92,8.3,6
969221,0.9,9.8,6
969211,6.54,8.15,2
969208,0.95,9.65,5
969196,0.92,10.7,8
969165,0.9,11.15,5
969158,0.95,8.45,6
969072,3.7,8.6,3
969067,0.82,9.65,4
969063,0.94,8,6
969053,0.91,15.8,5
968993,3.65,9.65,5
968901,4.5,10.85,8
968898,3.7,8.75,3
968886,0.91,11.3,6
968847,0.95,12.35,6
968835,3.68,8.75,5
968807,0.88,9.2,8
968775,0.87,8.9,5
968705,0.95,9.65,4
968700,0.9,10.85,5
968693,0.92,15.65,6
968629,0.95,10.4,6
968606,0.88,8.6,5
968572,7.34,8,4
968560,0.95,8.15,5
968534,0.95,16.55,6
968528,0.92,8.15,4
968518,4.5,18.65,8
968500,0.95,10.85,5
968493,0.95,11.45,6
968487,0.9,9.8,4
968486,0.89,8.45,6
968484,0.91,8.75,6
968475,0.96,10.7,3
968451,0.96,9.05,5
968429,3.73,8.15,4
968406,0.92,10.4,5
968401,0.89,9.95,6
968377,0.91,10.1,5
968361,0.93,11.45,5
968355,0.91,8,6
968315,0.91,9.8,6
968304,4.6,18.8,8
968298,0.94,8.3,5
968285,0.9,11.6,6
968274,0.85,8.3,6
968264,0.93,8,3
968259,0.95,9.95,2
968245,0.88,12.2,5
968238,0.95,8.3,3
968228,0.92,8.6,5
968221,0.95,8,3
968218,0.92,8.9,5
968199,0.91,11.75,4
968197,0.93,12.2,6
968186,4.62,20.75,8
968182,0.95,8,6
968179,0.95,12.5,5
968173,0.94,9.05,5
968166,0.92,8.9,6
968164,0.89,8,5
968152,0.96,8,5
968147,0.93,9.5,6
968123,3.62,9.5,8
968109,0,13.25,2
968087,0.95,8.45,5
968080,0.96,8.3,5
968028,4.51,11.6,8
968022,0.9,9.65,6
968017,0.94,9.5,4
967982,15.72,9.5,4
967979,0.9,16.85,6
967975,4.49,12.5,6
967974,0.94,8.15,5
967971,4.42,12.05,6
967926,3.39,12.35,6
967921,0.94,10.7,6
967910,0.92,9.5,6
967877,0.97,8.15,5
967852,0.89,9.05,6
967849,0.95,8,4
967842,4.63,32.15,6
967832,0.95,10.25,2
967800,0.96,8,5
967787,0.95,9.35,3
967773,0.93,11.15,4
967760,0.9,10.4,6
967745,0.89,11,6
967742,0.91,11.9,5
967732,3.47,9.35,4
967723,4.55,26.45,8
967687,0.87,8.15,5
967678,0.86,8,5
967653,0.93,9.5,6
967620,0.91,9.2,6
967585,0.89,11.6,6
967583,0.97,8.75,4
967556,0.94,11,5
967555,4.65,13.25,5
967551,4.63,17.15,6
967548,0.88,8,5
967547,0.85,8.75,5
967545,2.58,10.7,6
967539,0.88,12.05,5
967526,0.94,10.4,6
967518,0.94,8.3,5
967512,0.94,9.95,5
967498,0.83,8.75,2
967480,0.9,8.3,3
967475,0.95,9.8,5
967467,0.94,9.05,4
967463,0.86,8.15,4
967461,24.01,10.25,5
967420,0.9,8,8
967395,0.94,8.45,4
967389,3.72,8,4
967373,0.95,8.9,3
967341,4.64,18.2,4
967332,0.92,8.6,6
967330,4.59,9.05,8
967326,2.68,10.7,6
967318,0.88,8,5
967310,0.88,12.2,6
967304,0.93,9.5,6
967300,0.91,8.45,5
967293,0.94,9.8,5
967288,0.83,8.75,4
967285,0.91,9.95,6
967278,0.93,14,6
967255,0.86,8.15,6
967253,4.34,15.35,8
967236,4.57,17,6
967235,0.94,9.35,5
967224,5.43,9.05,3
967214,3.66,8.3,3
967211,0.96,11.3,6
967193,0.95,10.55,4
967187,0.93,9.95,5
967184,0.94,10.55,6
967165,0.93,12.35,6
967156,0.95,9.2,5
967152,0.91,9.35,6
967147,0.95,9.2,6
967129,0.88,9.95,6
967125,0.94,11.15,5
967121,0.87,8.75,4
967117,0.92,8.75,8
967115,0.96,14,6
967114,0.95,9.35,4
967098,0.91,8.15,3
967070,0.92,8,5
967067,0.9,18.65,4
967062,0.94,8.75,4
967060,0.9,8,4
967056,0.96,9.65,4
967037,0.91,10.4,6
967036,0.93,8.45,4
967033,0.91,8.45,6
967032,0.91,11.3,6
967014,0.89,12.35,4
967008,0.95,8.75,4
967003,0.92,9.05,6
966995,0.91,8.3,5
966993,2.69,9.95,5
966990,0.91,9.8,3
966985,0.88,14,5
966969,0.93,8.3,6
966943,71.73,28.4,6
966939,0.92,9.35,6
966927,0.91,10.25,5
966918,3.71,8.6,5
966915,0.94,9.65,6
966907,0.92,12.8,6
966871,0.93,10.1,6
966842,11.39,9.95,6
966841,0.95,12.35,4
966835,0.96,9.65,5
966832,0.91,9.05,5
966827,0.93,8.6,5
966800,0.93,15.2,5
966794,0.88,8,4
966784,3.68,9.2,6
966763,0.95,15.95,6
966737,0.89,8,6
966728,18.49,8.45,4
966724,0.89,8.15,5
966706,0.91,9.2,5
966680,0.96,18.35,4
966673,6.54,8.75,2
966671,0.91,9.2,5
966658,0.89,8.15,5
966652,0.88,9.65,6
966651,0.9,8,5
966642,0.95,8,5
966633,0.94,8.15,6
966625,0.94,8.9,5
966617,0.88,11.6,6
966615,0.94,10.55,4
966589,0.94,9.8,4
966585,0.91,8.9,6
966578,0.93,8.9,6
966566,0.94,26.9,4
966546,0.88,8.3,6
966545,0.93,8.15,5
