date_date,paid_source,campaign_key,campaign_name,cost,impression,click
2021-06-02,Adwords,25175647,FR - TXT - BN - Marque Greenweez,119.0,2043.0,1148.0
2021-08-20,Adwords,25175647,FR - TXT - BN - Marque Greenweez,121.0,1264.0,724.0
2021-08-27,Adwords,25175647,FR - TXT - BN - Marque Greenweez,149.0,1454.0,811.0
2021-06-19,Adwords,25175647,FR - TXT - BN - Marque Greenweez,98.0,1293.0,767.0
2021-07-20,Adwords,25175647,FR - TXT - BN - Marque Greenweez,131.0,1419.0,787.0
2021-06-22,Adwords,25175647,FR - TXT - BN - Marque Greenweez,103.0,1459.0,819.0
2021-07-13,Adwords,25175647,FR - TXT - BN - Marque Greenweez,108.0,1287.0,708.0
2021-07-04,Adwords,25175647,FR - TXT - BN - Marque Greenweez,189.0,1994.0,1148.0
2021-07-22,Adwords,25175647,FR - TXT - BN - Marque Greenweez,121.0,1282.0,713.0
2021-06-16,Adwords,25175647,FR - TXT - BN - Marque Greenweez,115.0,1581.0,879.0
2021-07-28,Adwords,25175647,FR - TXT - BN - Marque Greenweez,128.0,1411.0,786.0
2021-09-11,Adwords,25175647,FR - TXT - BN - Marque Greenweez,190.0,1373.0,769.0
2021-07-29,Adwords,25175647,FR - TXT - BN - Marque Greenweez,111.0,1270.0,731.0
2021-07-14,Adwords,25175647,FR - TXT - BN - Marque Greenweez,123.0,1377.0,791.0
2021-08-22,Adwords,25175647,FR - TXT - BN - Marque Greenweez,165.0,1576.0,907.0
2021-08-23,Adwords,25175647,FR - TXT - BN - Marque Greenweez,171.0,1658.0,925.0
2021-06-09,Adwords,25175647,FR - TXT - BN - Marque Greenweez,97.0,1462.0,810.0
2021-06-28,Adwords,25175647,FR - TXT - BN - Marque Greenweez,129.0,1768.0,1022.0
2021-09-17,Adwords,25175647,FR - TXT - BN - Marque Greenweez,157.0,1513.0,730.0
2021-07-17,Adwords,25175647,FR - TXT - BN - Marque Greenweez,101.0,1055.0,567.0
2021-08-24,Adwords,25175647,FR - TXT - BN - Marque Greenweez,161.0,1537.0,882.0
2021-09-18,Adwords,25175647,FR - TXT - BN - Marque Greenweez,154.0,1265.0,680.0
2021-07-21,Adwords,25175647,FR - TXT - BN - Marque Greenweez,142.0,1511.0,833.0
2021-07-15,Adwords,25175647,FR - TXT - BN - Marque Greenweez,135.0,1335.0,749.0
2021-08-08,Adwords,25175647,FR - TXT - BN - Marque Greenweez,151.0,1310.0,758.0
2021-09-10,Adwords,25175647,FR - TXT - BN - Marque Greenweez,189.0,1484.0,809.0
2021-08-18,Adwords,25175647,FR - TXT - BN - Marque Greenweez,157.0,1509.0,839.0
2021-07-10,Adwords,25175647,FR - TXT - BN - Marque Greenweez,100.0,1097.0,629.0
2021-06-10,Adwords,25175647,FR - TXT - BN - Marque Greenweez,103.0,1424.0,808.0
2021-09-25,Adwords,25175647,FR - TXT - BN - Marque Greenweez,119.0,1194.0,674.0
2021-06-07,Adwords,25175647,FR - TXT - BN - Marque Greenweez,124.0,1725.0,951.0
2021-08-11,Adwords,25175647,FR - TXT - BN - Marque Greenweez,144.0,1269.0,687.0
2021-09-13,Adwords,25175647,FR - TXT - BN - Marque Greenweez,207.0,1703.0,921.0
2021-08-05,Adwords,25175647,FR - TXT - BN - Marque Greenweez,137.0,1466.0,852.0
2021-07-24,Adwords,25175647,FR - TXT - BN - Marque Greenweez,107.0,1168.0,681.0
2021-06-18,Adwords,25175647,FR - TXT - BN - Marque Greenweez,89.0,1309.0,718.0
2021-09-04,Adwords,25175647,FR - TXT - BN - Marque Greenweez,187.0,1382.0,748.0
2021-08-09,Adwords,25175647,FR - TXT - BN - Marque Greenweez,169.0,1432.0,793.0
2021-06-05,Adwords,25175647,FR - TXT - BN - Marque Greenweez,102.0,1561.0,893.0
2021-06-04,Adwords,25175647,FR - TXT - BN - Marque Greenweez,110.0,1597.0,922.0
2021-07-12,Adwords,25175647,FR - TXT - BN - Marque Greenweez,127.0,1478.0,820.0
2021-09-09,Adwords,25175647,FR - TXT - BN - Marque Greenweez,269.0,1945.0,1118.0
2021-08-10,Adwords,25175647,FR - TXT - BN - Marque Greenweez,138.0,1315.0,711.0
2021-06-11,Adwords,25175647,FR - TXT - BN - Marque Greenweez,82.0,1207.0,670.0
2021-08-19,Adwords,25175647,FR - TXT - BN - Marque Greenweez,150.0,1463.0,811.0
2021-08-28,Adwords,25175647,FR - TXT - BN - Marque Greenweez,135.0,1357.0,787.0
2021-06-17,Adwords,25175647,FR - TXT - BN - Marque Greenweez,109.0,1445.0,820.0
2021-08-14,Adwords,25175647,FR - TXT - BN - Marque Greenweez,120.0,1037.0,584.0
2021-07-09,Adwords,25175647,FR - TXT - BN - Marque Greenweez,112.0,1211.0,668.0
2021-09-02,Adwords,25175647,FR - TXT - BN - Marque Greenweez,148.0,1467.0,797.0
2021-08-15,Adwords,25175647,FR - TXT - BN - Marque Greenweez,129.0,1300.0,740.0
2021-09-20,Adwords,25175647,FR - TXT - BN - Marque Greenweez,169.0,1629.0,880.0
2021-08-16,Adwords,25175647,FR - TXT - BN - Marque Greenweez,192.0,1760.0,993.0
2021-06-29,Adwords,25175647,FR - TXT - BN - Marque Greenweez,111.0,1586.0,869.0
2021-07-19,Adwords,25175647,FR - TXT - BN - Marque Greenweez,134.0,1446.0,796.0
2021-09-23,Adwords,25175647,FR - TXT - BN - Marque Greenweez,164.0,1614.0,947.0
2021-09-08,Adwords,25175647,FR - TXT - BN - Marque Greenweez,193.0,1613.0,908.0
2021-09-14,Adwords,25175647,FR - TXT - BN - Marque Greenweez,214.0,1660.0,939.0
2021-07-02,Adwords,25175647,FR - TXT - BN - Marque Greenweez,117.0,1325.0,738.0
2021-08-12,Adwords,25175647,FR - TXT - BN - Marque Greenweez,135.0,1270.0,707.0
2021-09-15,Adwords,25175647,FR - TXT - BN - Marque Greenweez,186.0,1646.0,913.0
2021-06-15,Adwords,25175647,FR - TXT - BN - Marque Greenweez,110.0,1563.0,862.0
2021-07-08,Adwords,25175647,FR - TXT - BN - Marque Greenweez,120.0,1381.0,750.0
2021-06-30,Adwords,25175647,FR - TXT - BN - Marque Greenweez,158.0,2013.0,1157.0
2021-07-16,Adwords,25175647,FR - TXT - BN - Marque Greenweez,112.0,1192.0,657.0
2021-09-07,Adwords,25175647,FR - TXT - BN - Marque Greenweez,191.0,1630.0,905.0
2021-09-19,Adwords,25175647,FR - TXT - BN - Marque Greenweez,186.0,1576.0,862.0
2021-09-12,Adwords,25175647,FR - TXT - BN - Marque Greenweez,225.0,1643.0,954.0
2021-08-04,Adwords,25175647,FR - TXT - BN - Marque Greenweez,148.0,1428.0,815.0
2021-09-27,Adwords,25175647,FR - TXT - BN - Marque Greenweez,180.0,1816.0,1032.0
2021-06-21,Adwords,25175647,FR - TXT - BN - Marque Greenweez,103.0,1529.0,815.0
2021-09-05,Adwords,25175647,FR - TXT - BN - Marque Greenweez,183.0,1550.0,893.0
2021-07-11,Adwords,25175647,FR - TXT - BN - Marque Greenweez,99.0,1299.0,743.0
2021-08-03,Adwords,25175647,FR - TXT - BN - Marque Greenweez,166.0,1489.0,844.0
2021-07-06,Adwords,25175647,FR - TXT - BN - Marque Greenweez,160.0,1669.0,913.0
2021-06-08,Adwords,25175647,FR - TXT - BN - Marque Greenweez,107.0,1527.0,845.0
2021-08-26,Adwords,25175647,FR - TXT - BN - Marque Greenweez,173.0,1559.0,880.0
2021-07-07,Adwords,25175647,FR - TXT - BN - Marque Greenweez,142.0,1654.0,934.0
2021-06-06,Adwords,25175647,FR - TXT - BN - Marque Greenweez,105.0,1714.0,996.0
2021-07-03,Adwords,25175647,FR - TXT - BN - Marque Greenweez,141.0,1511.0,876.0
2021-06-12,Adwords,25175647,FR - TXT - BN - Marque Greenweez,81.0,1069.0,630.0
2021-09-26,Adwords,25175647,FR - TXT - BN - Marque Greenweez,187.0,1589.0,945.0
2021-08-30,Adwords,25175647,FR - TXT - BN - Marque Greenweez,170.0,1824.0,1004.0
2021-07-05,Adwords,25175647,FR - TXT - BN - Marque Greenweez,156.0,1704.0,904.0
2021-06-26,Adwords,25175647,FR - TXT - BN - Marque Greenweez,69.0,1101.0,617.0
2021-07-26,Adwords,25175647,FR - TXT - BN - Marque Greenweez,134.0,1572.0,883.0
2021-08-21,Adwords,25175647,FR - TXT - BN - Marque Greenweez,119.0,1210.0,678.0
2021-06-24,Adwords,25175647,FR - TXT - BN - Marque Greenweez,88.0,1266.0,694.0
2021-06-27,Adwords,25175647,FR - TXT - BN - Marque Greenweez,93.0,1409.0,805.0
2021-09-16,Adwords,25175647,FR - TXT - BN - Marque Greenweez,172.0,1491.0,836.0
2021-08-29,Adwords,25175647,FR - TXT - BN - Marque Greenweez,156.0,1608.0,923.0
2021-07-23,Adwords,25175647,FR - TXT - BN - Marque Greenweez,98.0,1177.0,658.0
2021-06-01,Adwords,25175647,FR - TXT - BN - Marque Greenweez,132.0,1933.0,1075.0
2021-07-01,Adwords,25175647,FR - TXT - BN - Marque Greenweez,132.0,1566.0,880.0
2021-09-01,Adwords,25175647,FR - TXT - BN - Marque Greenweez,165.0,1588.0,890.0
2021-06-13,Adwords,25175647,FR - TXT - BN - Marque Greenweez,111.0,1337.0,762.0
2021-09-24,Adwords,25175647,FR - TXT - BN - Marque Greenweez,114.0,1230.0,692.0
